"geo_type","geo_id","variable","estimate","moe"
"tract","47157001100","POP100",3474,0
"tract","47157001100","POP100_all",3474,0
"tract","47157001200","B01003_001",4215,1061.381
"tract","47157001200","B03002_001",4215,1061.381
"tract","47157001200","B03002_003",1393,417.121
"tract","47157001200","B03002_004",447,268.233
"tract","47157001200","B03002_012",1908,1020.34
"tract","47157001200","B11001_001",1224,199.183
"tract","47157001200","B19313_001",69250600,13093635.205
"tract","47157001200","B25002_001",1280,208.885
"tract","47157001200","B25002_003",56,65.177
"tract","47157001200","B25003_001",1224,199.183
"tract","47157001200","B25003_003",691,177.361
"tract","47157001200","B25044_001",1224,199.183
"tract","47157001200","B25044_003",0,24.249
"tract","47157001200","B25044_010",57,59.473
"tract","47157001200","B28002_001",1224,199.183
"tract","47157001200","B28002_013",123,107.369
"tract","47157001200","C17002_001",3910,868.08
"tract","47157001200","C17002_002",349,231.097
"tract","47157001200","C17002_003",883,608.435
"tract","47157001200","POP100",4101,0
"tract","47157001200","POP100_all",4101,0
"tract","47157001300","B01003_001",4247,1118.183
"tract","47157001300","B03002_001",4247,1118.183
"tract","47157001300","B03002_003",312,185.844
"tract","47157001300","B03002_004",2156,671.975
"tract","47157001300","B03002_012",1675,892.731
"tract","47157001300","B11001_001",1118,241.568
"tract","47157001300","B19313_001",88156600,50362614.552
"tract","47157001300","B25002_001",1365,269.72
"tract","47157001300","B25002_003",247,117.805
"tract","47157001300","B25003_001",1118,241.568
"tract","47157001300","B25003_003",679,194.255
"tract","47157001300","B25044_001",1118,241.568
"tract","47157001300","B25044_003",64,62.498
"tract","47157001300","B25044_010",149,103.32
"tract","47157001300","B28002_001",1118,241.568
"tract","47157001300","B28002_013",78,61.196
"tract","47157001300","C17002_001",4203,1118.183
"tract","47157001300","C17002_002",1027,573.288
"tract","47157001300","C17002_003",650,615.258
"tract","47157001300","POP100",3676,0
"tract","47157001300","POP100_all",3676,0
"tract","47157001400","B01003_001",1601,465
"tract","47157001400","B03002_001",1601,465
"tract","47157001400","B03002_003",175,134
"tract","47157001400","B03002_004",1035,351
"tract","47157001400","B03002_012",391,422
"tract","47157001400","B11001_001",633,114
"tract","47157001400","B19313_001",29405800,7171184
"tract","47157001400","B25002_001",728,107
"tract","47157001400","B25002_003",95,63
"tract","47157001400","B25003_001",633,114
"tract","47157001400","B25003_003",468,113
"tract","47157001400","B25044_001",633,114
"tract","47157001400","B25044_003",0,14
"tract","47157001400","B25044_010",66,57
"tract","47157001400","B28002_001",633,114
"tract","47157001400","B28002_013",169,91
"tract","47157001400","C17002_001",1598,466
"tract","47157001400","C17002_002",184,81
"tract","47157001400","C17002_003",354,281
"tract","47157001400","POP100",1426,0
"tract","47157001400","POP100_all",1426,0
"tract","47157001500","B01003_001",1919,465.536
"tract","47157001500","B03002_001",1919,465.536
"tract","47157001500","B03002_003",535,291.158
"tract","47157001500","B03002_004",1144,403.541
"tract","47157001500","B03002_012",174,145.674
"tract","47157001500","B11001_001",819,133.645
"tract","47157001500","B19313_001",52063200,13582766.415
"tract","47157001500","B25002_001",953,154.175
"tract","47157001500","B25002_003",134,75.073
"tract","47157001500","B25003_001",819,133.645
"tract","47157001500","B25003_003",392,129.808
"tract","47157001500","B25044_001",819,133.645
"tract","47157001500","B25044_003",18,20.616
"tract","47157001500","B25044_010",87,63.891
"tract","47157001500","B28002_001",819,133.645
"tract","47157001500","B28002_013",83,50.774
"tract","47157001500","C17002_001",1906,458.284
"tract","47157001500","C17002_002",235,176.647
"tract","47157001500","C17002_003",320,226.738
"tract","47157001500","POP100",1721,0
"tract","47157001500","POP100_all",1721,0
"tract","47157001600","B01003_001",3052,297.741
"tract","47157001600","B03002_001",3052,297.741
"tract","47157001600","B03002_003",2210,309.919
"tract","47157001600","B03002_004",371,140.431
"tract","47157001600","B03002_012",272,138.928
"tract","47157001600","B11001_001",839,122.801
"tract","47157001600","B19313_001",141139300,29951820.097
"tract","47157001600","B25002_001",1011,166.412
"tract","47157001600","B25002_003",172,121.758
"tract","47157001600","B25003_001",839,122.801
"tract","47157001600","B25003_003",141,68.25
"tract","47157001600","B25044_001",839,122.801
"tract","47157001600","B25044_003",7,17.804
"tract","47157001600","B25044_010",39,58.694
"tract","47157001600","B28002_001",839,122.801
"tract","47157001600","B28002_013",23,39.56
"tract","47157001600","C17002_001",1797,273.929
"tract","47157001600","C17002_002",137,83.024
"tract","47157001600","C17002_003",46,49.649
"tract","47157001600","POP100",3159,0
"tract","47157001600","POP100_all",3159,0
"tract","47157001700","B01003_001",3625,657.634
"tract","47157001700","B03002_001",3625,657.634
"tract","47157001700","B03002_003",1635,341.305
"tract","47157001700","B03002_004",1555,520.854
"tract","47157001700","B03002_012",124,83.481
"tract","47157001700","B11001_001",1910,367.334
"tract","47157001700","B19313_001",162192500,39551322.09
"tract","47157001700","B25002_001",2108,386.256
"tract","47157001700","B25002_003",198,116.469
"tract","47157001700","B25003_001",1910,367.334
"tract","47157001700","B25003_003",787,263
"tract","47157001700","B25044_001",1910,367.334
"tract","47157001700","B25044_003",180,234.222
"tract","47157001700","B25044_010",134,77.878
"tract","47157001700","B28002_001",1910,367.334
"tract","47157001700","B28002_013",199,235.204
"tract","47157001700","C17002_001",3609,657.634
"tract","47157001700","C17002_002",223,131.221
"tract","47157001700","C17002_003",141,89.944
"tract","47157001700","POP100",3493,0
"tract","47157001700","POP100_all",3493,0
"tract","47157001900","B01003_001",1263,422.303
"tract","47157001900","B03002_001",1263,422.303
"tract","47157001900","B03002_003",13,20.518
"tract","47157001900","B03002_004",1250,422.303
"tract","47157001900","B03002_012",0,19.799
"tract","47157001900","B11001_001",571,142.948
"tract","47157001900","B19313_001",21696600,9782336.442
"tract","47157001900","B25002_001",706,140.929
"tract","47157001900","B25002_003",135,68
"tract","47157001900","B25003_001",571,142.948
"tract","47157001900","B25003_003",385,122.613
"tract","47157001900","B25044_001",571,142.948
"tract","47157001900","B25044_003",19,20.518
"tract","47157001900","B25044_010",140,71.868
"tract","47157001900","B28002_001",571,142.948
"tract","47157001900","B28002_013",172,75.286
"tract","47157001900","C17002_001",1263,422.303
"tract","47157001900","C17002_002",484,385.949
"tract","47157001900","C17002_003",285,151.845
"tract","47157001900","POP100",1148,0
"tract","47157001900","POP100_all",1148,0
"tract","47157002000","B01003_001",1033,226.612
"tract","47157002000","B03002_001",1033,226.612
"tract","47157002000","B03002_003",168,91.548
"tract","47157002000","B03002_004",859,243.526
"tract","47157002000","B03002_012",6,16.643
"tract","47157002000","B11001_001",556,129.275
"tract","47157002000","B19313_001",24069400,6638444.136
"tract","47157002000","B25002_001",683,146.479
"tract","47157002000","B25002_003",127,72.18
"tract","47157002000","B25003_001",556,129.275
"tract","47157002000","B25003_003",395,124.201
"tract","47157002000","B25044_001",556,129.275
"tract","47157002000","B25044_003",50,45.222
"tract","47157002000","B25044_010",117,66.468
"tract","47157002000","B28002_001",556,129.275
"tract","47157002000","B28002_013",80,54.037
"tract","47157002000","C17002_001",1018,226.612
"tract","47157002000","C17002_002",139,133.821
"tract","47157002000","C17002_003",170,94.921
"tract","47157002000","POP100",1578,0
"tract","47157002000","POP100_all",1578,0
"tract","47157002100","B01003_001",1533,400
"tract","47157002100","B03002_001",1533,400
"tract","47157002100","B03002_003",115,87
"tract","47157002100","B03002_004",1196,254
"tract","47157002100","B03002_012",199,269
"tract","47157002100","B11001_001",775,130
"tract","47157002100","B19313_001",34961200,9525576
"tract","47157002100","B25002_001",882,83
"tract","47157002100","B25002_003",107,115
"tract","47157002100","B25003_001",775,130
"tract","47157002100","B25003_003",642,120
"tract","47157002100","B25044_001",775,130
"tract","47157002100","B25044_003",0,14
"tract","47157002100","B25044_010",169,58
"tract","47157002100","B28002_001",775,130
"tract","47157002100","B28002_013",107,45
"tract","47157002100","C17002_001",1533,400
"tract","47157002100","C17002_002",229,136
"tract","47157002100","C17002_003",152,91
"tract","47157002100","POP100",1422,0
"tract","47157002100","POP100_all",1422,0
"tract","47157002400","B01003_001",2057,452.612
"tract","47157002400","B03002_001",2057,452.612
"tract","47157002400","B03002_003",189,99.504
"tract","47157002400","B03002_004",1732,439.006
"tract","47157002400","B03002_012",64,84.362
"tract","47157002400","B11001_001",954,205.944
"tract","47157002400","B19313_001",61328000,16920397.739
"tract","47157002400","B25002_001",1365,209.662
"tract","47157002400","B25002_003",411,116.64
"tract","47157002400","B25003_001",954,205.944
"tract","47157002400","B25003_003",690,200.881
"tract","47157002400","B25044_001",954,205.944
"tract","47157002400","B25044_003",13,27.441
"tract","47157002400","B25044_010",76,69.864
"tract","47157002400","B28002_001",954,205.944
"tract","47157002400","B28002_013",168,96.607
"tract","47157002400","C17002_001",2020,452.612
"tract","47157002400","C17002_002",202,154.198
"tract","47157002400","C17002_003",118,101.218
"tract","47157002400","POP100",2352,0
"tract","47157002400","POP100_all",2352,0
"tract","47157002500","B01003_001",2969,526.951
"tract","47157002500","B03002_001",2969,526.951
"tract","47157002500","B03002_003",1087,287.517
"tract","47157002500","B03002_004",864,350.865
"tract","47157002500","B03002_012",666,400.081
"tract","47157002500","B11001_001",1440,299.363
"tract","47157002500","B19313_001",99719200,22409512.972
"tract","47157002500","B25002_001",1623,309.511
"tract","47157002500","B25002_003",183,121.631
"tract","47157002500","B25003_001",1440,299.363
"tract","47157002500","B25003_003",890,293.615
"tract","47157002500","B25044_001",1440,299.363
"tract","47157002500","B25044_003",29,31.145
"tract","47157002500","B25044_010",153,82.152
"tract","47157002500","B28002_001",1440,299.363
"tract","47157002500","B28002_013",158,86.279
"tract","47157002500","C17002_001",2955,527.765
"tract","47157002500","C17002_002",541,304.554
"tract","47157002500","C17002_003",314,153.769
"tract","47157002500","POP100",3104,0
"tract","47157002500","POP100_all",3104,0
"tract","47157002600","B01003_001",2414,441.977
"tract","47157002600","B03002_001",2414,441.977
"tract","47157002600","B03002_003",1524,319.476
"tract","47157002600","B03002_004",326,260.931
"tract","47157002600","B03002_012",264,154.052
"tract","47157002600","B11001_001",1272,194.7
"tract","47157002600","B19313_001",169663600,41442045.008
"tract","47157002600","B25002_001",1342,194.165
"tract","47157002600","B25002_003",70,59.666
"tract","47157002600","B25003_001",1272,194.7
"tract","47157002600","B25003_003",430,129.035
"tract","47157002600","B25044_001",1272,194.7
"tract","47157002600","B25044_003",39,80.231
"tract","47157002600","B25044_010",0,19.799
"tract","47157002600","B28002_001",1272,194.7
"tract","47157002600","B28002_013",19,25.239
"tract","47157002600","C17002_001",2411,441.073
"tract","47157002600","C17002_002",126,128.763
"tract","47157002600","C17002_003",100,58.258
"tract","47157002600","POP100",2441,0
"tract","47157002600","POP100_all",2441,0
"tract","47157002700","B01003_001",1627,440.511
"tract","47157002700","B03002_001",1627,440.511
"tract","47157002700","B03002_003",1114,350.361
"tract","47157002700","B03002_004",433,262.092
"tract","47157002700","B03002_012",21,27.785
"tract","47157002700","B11001_001",678,129.449
"tract","47157002700","B19313_001",68659900,20679920.639
"tract","47157002700","B25002_001",846,131.529
"tract","47157002700","B25002_003",168,97.576
"tract","47157002700","B25003_001",678,129.449
"tract","47157002700","B25003_003",205,94.26
"tract","47157002700","B25044_001",678,129.449
"tract","47157002700","B25044_003",10,20.518
"tract","47157002700","B25044_010",28,49.041
"tract","47157002700","B28002_001",678,129.449
"tract","47157002700","B28002_013",37,39.357
"tract","47157002700","C17002_001",1624,440.964
"tract","47157002700","C17002_002",199,96.385
"tract","47157002700","C17002_003",97,32.696
"tract","47157002700","POP100",1774,0
"tract","47157002700","POP100_all",1774,0
"tract","47157002800","B01003_001",2735,838.289
"tract","47157002800","B03002_001",2735,838.289
"tract","47157002800","B03002_003",540,168.214
"tract","47157002800","B03002_004",1861,791.609
"tract","47157002800","B03002_012",334,303.127
"tract","47157002800","B11001_001",1258,277.926
"tract","47157002800","B19313_001",48319700,10949201.839
"tract","47157002800","B25002_001",1615,293.513
"tract","47157002800","B25002_003",357,159.593
"tract","47157002800","B25003_001",1258,277.926
"tract","47157002800","B25003_003",704,221.707
"tract","47157002800","B25044_001",1258,277.926
"tract","47157002800","B25044_003",79,61.286
"tract","47157002800","B25044_010",165,121.622
"tract","47157002800","B28002_001",1258,277.926
"tract","47157002800","B28002_013",180,111.683
"tract","47157002800","C17002_001",2735,838.289
"tract","47157002800","C17002_002",953,637.1
"tract","47157002800","C17002_003",258,210.564
"tract","47157002800","POP100",3392,0
"tract","47157002800","POP100_all",3392,0
"tract","47157002900","B01003_001",4127,691.62
"tract","47157002900","B03002_001",4127,691.62
"tract","47157002900","B03002_003",3417,642.789
"tract","47157002900","B03002_004",151,191.01
"tract","47157002900","B03002_012",155,152.555
"tract","47157002900","B11001_001",2266,415.568
"tract","47157002900","B19313_001",382348200,110705620.392
"tract","47157002900","B25002_001",2448,426.677
"tract","47157002900","B25002_003",182,143.035
"tract","47157002900","B25003_001",2266,415.568
"tract","47157002900","B25003_003",310,168.944
"tract","47157002900","B25044_001",2266,415.568
"tract","47157002900","B25044_003",142,185.941
"tract","47157002900","B25044_010",17,38.897
"tract","47157002900","B28002_001",2266,415.568
"tract","47157002900","B28002_013",50,53
"tract","47157002900","C17002_001",4127,691.62
"tract","47157002900","C17002_002",96,130.184
"tract","47157002900","C17002_003",145,145.595
"tract","47157002900","POP100",4882,0
"tract","47157002900","POP100_all",4882,0
"tract","47157003000","B01003_001",2512,515.508
"tract","47157003000","B03002_001",2512,515.508
"tract","47157003000","B03002_003",1272,265.652
"tract","47157003000","B03002_004",1176,470.15
"tract","47157003000","B03002_012",34,86.302
"tract","47157003000","B11001_001",1476,353.115
"tract","47157003000","B19313_001",107446500,31938400.198
"tract","47157003000","B25002_001",1620,364.183
"tract","47157003000","B25002_003",144,97.108
"tract","47157003000","B25003_001",1476,353.115
"tract","47157003000","B25003_003",927,342.323
"tract","47157003000","B25044_001",1476,353.115
"tract","47157003000","B25044_003",66,87.04
"tract","47157003000","B25044_010",460,274.971
"tract","47157003000","B28002_001",1476,353.115
"tract","47157003000","B28002_013",368,266.605
"tract","47157003000","C17002_001",2365,513.744
"tract","47157003000","C17002_002",324,266.88
"tract","47157003000","C17002_003",404,308.021
"tract","47157003000","POP100",2798,0
"tract","47157003000","POP100_all",2798,0
"tract","47157003100","B01003_001",3524,651.005
"tract","47157003100","B03002_001",3524,651.005
"tract","47157003100","B03002_003",2362,520.182
"tract","47157003100","B03002_004",687,383.069
"tract","47157003100","B03002_012",242,105.029
"tract","47157003100","B11001_001",1745,329.393
"tract","47157003100","B19313_001",160989300,31922970.451
"tract","47157003100","B25002_001",1897,335.158
"tract","47157003100","B25002_003",152,103.648
"tract","47157003100","B25003_001",1745,329.393
"tract","47157003100","B25003_003",875,233.146
"tract","47157003100","B25044_001",1745,329.393
"tract","47157003100","B25044_003",10,29.052
"tract","47157003100","B25044_010",93,81.658
"tract","47157003100","B28002_001",1745,329.393
"tract","47157003100","B28002_013",27,37.108
"tract","47157003100","C17002_001",3077,651.005
"tract","47157003100","C17002_002",191,96.726
"tract","47157003100","C17002_003",51,30.348
"tract","47157003100","POP100",3598,0
"tract","47157003100","POP100_all",3598,0
"tract","47157003200","B01003_001",3707,498.343
"tract","47157003200","B03002_001",3707,498.343
"tract","47157003200","B03002_003",2404,438.322
"tract","47157003200","B03002_004",968,281.587
"tract","47157003200","B03002_012",111,134.54
"tract","47157003200","B11001_001",2471,343.919
"tract","47157003200","B19313_001",151395200,27887838.121
"tract","47157003200","B25002_001",2509,344.807
"tract","47157003200","B25002_003",38,64.133
"tract","47157003200","B25003_001",2471,343.919
"tract","47157003200","B25003_003",1917,338.522
"tract","47157003200","B25044_001",2471,343.919
"tract","47157003200","B25044_003",0,24.249
"tract","47157003200","B25044_010",201,108.706
"tract","47157003200","B28002_001",2471,343.919
"tract","47157003200","B28002_013",123,103.759
"tract","47157003200","C17002_001",3272,494.435
"tract","47157003200","C17002_002",393,206.366
"tract","47157003200","C17002_003",73,75.133
"tract","47157003200","POP100",3783,0
"tract","47157003200","POP100_all",3783,0
"tract","47157003300","B01003_001",2234,379.328
"tract","47157003300","B03002_001",2234,379.328
"tract","47157003300","B03002_003",1617,314.531
"tract","47157003300","B03002_004",350,252.634
"tract","47157003300","B03002_012",190,116.619
"tract","47157003300","B11001_001",1116,222.171
"tract","47157003300","B19313_001",161427000,39779840.089
"tract","47157003300","B25002_001",1184,232.551
"tract","47157003300","B25002_003",68,78.243
"tract","47157003300","B25003_001",1116,222.171
"tract","47157003300","B25003_003",229,84.959
"tract","47157003300","B25044_001",1116,222.171
"tract","47157003300","B25044_003",0,19.799
"tract","47157003300","B25044_010",20,27.785
"tract","47157003300","B28002_001",1116,222.171
"tract","47157003300","B28002_013",70,110.887
"tract","47157003300","C17002_001",2234,379.328
"tract","47157003300","C17002_002",68,50
"tract","47157003300","C17002_003",33,30.083
"tract","47157003300","POP100",2146,0
"tract","47157003300","POP100_all",2146,0
"tract","47157003400","B01003_001",2251,550.938
"tract","47157003400","B03002_001",2251,550.938
"tract","47157003400","B03002_003",1338,419.24
"tract","47157003400","B03002_004",731,385.483
"tract","47157003400","B03002_012",82,86.215
"tract","47157003400","B11001_001",1463,423.792
"tract","47157003400","B19313_001",160382200,44872238.306
"tract","47157003400","B25002_001",1573,431.589
"tract","47157003400","B25002_003",110,84.309
"tract","47157003400","B25003_001",1463,423.792
"tract","47157003400","B25003_003",1064,413.818
"tract","47157003400","B25044_001",1463,423.792
"tract","47157003400","B25044_003",0,19.799
"tract","47157003400","B25044_010",254,303.323
"tract","47157003400","B28002_001",1463,423.792
"tract","47157003400","B28002_013",64,62.586
"tract","47157003400","C17002_001",2251,550.938
"tract","47157003400","C17002_002",220,146.154
"tract","47157003400","C17002_003",131,101.514
"tract","47157003400","POP100",2065,0
"tract","47157003400","POP100_all",2065,0
"tract","47157003500","B01003_001",2937,583.863
"tract","47157003500","B03002_001",2937,583.863
"tract","47157003500","B03002_003",2230,441.906
"tract","47157003500","B03002_004",561,406.936
"tract","47157003500","B03002_012",0,24.249
"tract","47157003500","B11001_001",1571,293.549
"tract","47157003500","B19313_001",264694300,64068979.773
"tract","47157003500","B25002_001",1750,288.217
"tract","47157003500","B25002_003",179,97.314
"tract","47157003500","B25003_001",1571,293.549
"tract","47157003500","B25003_003",782,245.758
"tract","47157003500","B25044_001",1571,293.549
"tract","47157003500","B25044_003",0,24.249
"tract","47157003500","B25044_010",13,30.348
"tract","47157003500","B28002_001",1571,293.549
"tract","47157003500","B28002_013",104,73.709
"tract","47157003500","C17002_001",2937,583.863
"tract","47157003500","C17002_002",145,105.721
"tract","47157003500","C17002_003",206,196.156
"tract","47157003500","POP100",3081,0
"tract","47157003500","POP100_all",3081,0
"tract","47157003600","B01003_001",1145,209.831
"tract","47157003600","B03002_001",1145,209.831
"tract","47157003600","B03002_003",702,178.227
"tract","47157003600","B03002_004",279,130.495
"tract","47157003600","B03002_012",13,25.239
"tract","47157003600","B11001_001",803,127.475
"tract","47157003600","B19313_001",45214700,21573730.646
"tract","47157003600","B25002_001",1065,148.003
"tract","47157003600","B25002_003",262,112.294
"tract","47157003600","B25003_001",803,127.475
"tract","47157003600","B25003_003",659,175.824
"tract","47157003600","B25044_001",803,127.475
"tract","47157003600","B25044_003",6,17.804
"tract","47157003600","B25044_010",196,100.841
"tract","47157003600","B28002_001",803,127.475
"tract","47157003600","B28002_013",45,48.083
"tract","47157003600","C17002_001",1136,209.022
"tract","47157003600","C17002_002",256,149.897
"tract","47157003600","C17002_003",64,53.852
"tract","47157003600","POP100",1586,0
"tract","47157003600","POP100_all",1586,0
"tract","47157003700","B01003_001",1282,323.241
"tract","47157003700","B03002_001",1282,323.241
"tract","47157003700","B03002_003",357,141.45
"tract","47157003700","B03002_004",748,242.118
"tract","47157003700","B03002_012",92,105.262
"tract","47157003700","B11001_001",742,118.87
"tract","47157003700","B19313_001",24362500,6742389.764
"tract","47157003700","B25002_001",921,109.481
"tract","47157003700","B25002_003",179,91.924
"tract","47157003700","B25003_001",742,118.87
"tract","47157003700","B25003_003",735,119.553
"tract","47157003700","B25044_001",742,118.87
"tract","47157003700","B25044_003",0,19.799
"tract","47157003700","B25044_010",188,64.661
"tract","47157003700","B28002_001",742,118.87
"tract","47157003700","B28002_013",171,63.253
"tract","47157003700","C17002_001",1185,298.297
"tract","47157003700","C17002_002",276,125.208
"tract","47157003700","C17002_003",266,134.852
"tract","47157003700","POP100",1291,0
"tract","47157003700","POP100_all",1291,0
"tract","47157003800","B01003_001",699,131
"tract","47157003800","B03002_001",699,131
"tract","47157003800","B03002_003",180,78
"tract","47157003800","B03002_004",416,156
"tract","47157003800","B03002_012",32,23
"tract","47157003800","B11001_001",433,57
"tract","47157003800","B19313_001",18843800,5966303
"tract","47157003800","B25002_001",579,56
"tract","47157003800","B25002_003",146,56
"tract","47157003800","B25003_001",433,57
"tract","47157003800","B25003_003",427,58
"tract","47157003800","B25044_001",433,57
"tract","47157003800","B25044_003",0,14
"tract","47157003800","B25044_010",227,67
"tract","47157003800","B28002_001",433,57
"tract","47157003800","B28002_013",52,32
"tract","47157003800","C17002_001",564,121
"tract","47157003800","C17002_002",74,50
"tract","47157003800","C17002_003",114,50
"tract","47157003800","POP100",818,0
"tract","47157003800","POP100_all",818,0
"tract","47157003900","B01003_001",1384,233
"tract","47157003900","B03002_001",1384,233
"tract","47157003900","B03002_003",231,173
"tract","47157003900","B03002_004",967,184
"tract","47157003900","B03002_012",47,49
"tract","47157003900","B11001_001",1067,218
"tract","47157003900","B19313_001",41207400,12569332
"tract","47157003900","B25002_001",1424,202
"tract","47157003900","B25002_003",357,110
"tract","47157003900","B25003_001",1067,218
"tract","47157003900","B25003_003",1067,218
"tract","47157003900","B25044_001",1067,218
"tract","47157003900","B25044_003",0,14
"tract","47157003900","B25044_010",442,152
"tract","47157003900","B28002_001",1067,218
"tract","47157003900","B28002_013",181,106
"tract","47157003900","C17002_001",1374,233
"tract","47157003900","C17002_002",374,236
"tract","47157003900","C17002_003",249,145
"tract","47157003900","POP100",1532,0
"tract","47157003900","POP100_all",1532,0
"tract","47157004200","B01003_001",3445,669.051
"tract","47157004200","B03002_001",3445,669.051
"tract","47157004200","B03002_003",2072,513.838
"tract","47157004200","B03002_004",792,358.879
"tract","47157004200","B03002_012",143,104.35
"tract","47157004200","B11001_001",2494,442.702
"tract","47157004200","B19313_001",317501500,76849424.314
"tract","47157004200","B25002_001",3009,464.683
"tract","47157004200","B25002_003",515,254.364
"tract","47157004200","B25003_001",2494,442.702
"tract","47157004200","B25003_003",1861,421.18
"tract","47157004200","B25044_001",2494,442.702
"tract","47157004200","B25044_003",26,44.632
"tract","47157004200","B25044_010",152,101.671
"tract","47157004200","B28002_001",2494,442.702
"tract","47157004200","B28002_013",69,66.776
"tract","47157004200","C17002_001",3445,669.051
"tract","47157004200","C17002_002",121,97.883
"tract","47157004200","C17002_003",0,24.249
"tract","47157004200","POP100",3432,0
"tract","47157004200","POP100_all",3432,0
"tract","47157004300","B01003_001",2926,488.401
"tract","47157004300","B03002_001",2926,488.401
"tract","47157004300","B03002_003",1900,432.925
"tract","47157004300","B03002_004",477,282.002
"tract","47157004300","B03002_012",147,126.89
"tract","47157004300","B11001_001",2055,363.453
"tract","47157004300","B19313_001",356741300,83875243.01
"tract","47157004300","B25002_001",2188,357.414
"tract","47157004300","B25002_003",133,107.648
"tract","47157004300","B25003_001",2055,363.453
"tract","47157004300","B25003_003",1210,348.21
"tract","47157004300","B25044_001",2055,363.453
"tract","47157004300","B25044_003",0,19.799
"tract","47157004300","B25044_010",21,35.847
"tract","47157004300","B28002_001",2055,363.453
"tract","47157004300","B28002_013",70,69.354
"tract","47157004300","C17002_001",2926,488.401
"tract","47157004300","C17002_002",203,215.407
"tract","47157004300","C17002_003",53,50.961
"tract","47157004300","POP100",3091,0
"tract","47157004300","POP100_all",3091,0
"tract","47157004500","B01003_001",673,155
"tract","47157004500","B03002_001",673,155
"tract","47157004500","B03002_003",29,34
"tract","47157004500","B03002_004",616,164
"tract","47157004500","B03002_012",26,16
"tract","47157004500","B11001_001",361,114
"tract","47157004500","B19313_001",13399200,3309215
"tract","47157004500","B25002_001",424,109
"tract","47157004500","B25002_003",63,43
"tract","47157004500","B25003_001",361,114
"tract","47157004500","B25003_003",316,115
"tract","47157004500","B25044_001",361,114
"tract","47157004500","B25044_003",0,14
"tract","47157004500","B25044_010",122,79
"tract","47157004500","B28002_001",361,114
"tract","47157004500","B28002_013",69,68
"tract","47157004500","C17002_001",673,155
"tract","47157004500","C17002_002",31,30
"tract","47157004500","C17002_003",322,141
"tract","47157004500","POP100",831,0
"tract","47157004500","POP100_all",831,0
"tract","47157004600","B01003_001",1559,368.42
"tract","47157004600","B03002_001",1559,368.42
"tract","47157004600","B03002_003",187,110.887
"tract","47157004600","B03002_004",1356,377.08
"tract","47157004600","B03002_012",0,19.799
"tract","47157004600","B11001_001",698,156.541
"tract","47157004600","B19313_001",41339500,10242053.352
"tract","47157004600","B25002_001",840,157.385
"tract","47157004600","B25002_003",142,65.552
"tract","47157004600","B25003_001",698,156.541
"tract","47157004600","B25003_003",491,152.109
"tract","47157004600","B25044_001",698,156.541
"tract","47157004600","B25044_003",0,19.799
"tract","47157004600","B25044_010",109,45
"tract","47157004600","B28002_001",698,156.541
"tract","47157004600","B28002_013",85,43.841
"tract","47157004600","C17002_001",1505,364.161
"tract","47157004600","C17002_002",112,89.404
"tract","47157004600","C17002_003",171,86.683
"tract","47157004600","POP100",1492,0
"tract","47157004600","POP100_all",1492,0
"tract","47157005000","B01003_001",968,256.416
"tract","47157005000","B03002_001",968,256.416
"tract","47157005000","B03002_003",73,70.406
"tract","47157005000","B03002_004",895,243.019
"tract","47157005000","B03002_012",0,19.799
"tract","47157005000","B11001_001",428,85.147
"tract","47157005000","B19313_001",7771100,2970062.009
"tract","47157005000","B25002_001",527,101.823
"tract","47157005000","B25002_003",99,49.477
"tract","47157005000","B25003_001",428,85.147
"tract","47157005000","B25003_003",393,80.156
"tract","47157005000","B25044_001",428,85.147
"tract","47157005000","B25044_003",0,19.799
"tract","47157005000","B25044_010",143,60.216
"tract","47157005000","B28002_001",428,85.147
"tract","47157005000","B28002_013",72,50.961
"tract","47157005000","C17002_001",968,256.416
"tract","47157005000","C17002_002",610,242.671
"tract","47157005000","C17002_003",105,66.408
"tract","47157005000","POP100",1021,0
"tract","47157005000","POP100_all",1021,0
"tract","47157005300","B01003_001",2606,848.822
"tract","47157005300","B03002_001",2606,848.822
"tract","47157005300","B03002_003",0,24.249
"tract","47157005300","B03002_004",2548,845.228
"tract","47157005300","B03002_012",8,23.152
"tract","47157005300","B11001_001",1170,248.324
"tract","47157005300","B19313_001",43903800,9971299.183
"tract","47157005300","B25002_001",1656,269.186
"tract","47157005300","B25002_003",486,165.741
"tract","47157005300","B25003_001",1170,248.324
"tract","47157005300","B25003_003",731,229.218
"tract","47157005300","B25044_001",1170,248.324
"tract","47157005300","B25044_003",55,56.542
"tract","47157005300","B25044_010",165,104.043
"tract","47157005300","B28002_001",1170,248.324
"tract","47157005300","B28002_013",222,106.118
"tract","47157005300","C17002_001",2606,848.822
"tract","47157005300","C17002_002",423,260.14
"tract","47157005300","C17002_003",689,665.86
"tract","47157005300","POP100",3023,0
"tract","47157005300","POP100_all",3023,0
"tract","47157005500","B01003_001",2062,504.505
"tract","47157005500","B03002_001",2062,504.505
"tract","47157005500","B03002_003",22,29.597
"tract","47157005500","B03002_004",1982,494.065
"tract","47157005500","B03002_012",0,24.249
"tract","47157005500","B11001_001",771,191.951
"tract","47157005500","B19313_001",34994600,8406571.614
"tract","47157005500","B25002_001",1224,225.362
"tract","47157005500","B25002_003",453,142.204
"tract","47157005500","B25003_001",771,191.951
"tract","47157005500","B25003_003",408,191.974
"tract","47157005500","B25044_001",771,191.951
